"","META.Open","META.High","META.Low","META.Close","META.Volume","META.Adjusted"
"1",42.049999,45,38,38.23,573576400,38.23
"2",36.529999,36.66,33,34.029999,168192700,34.029999
"3",32.610001,33.59,30.940001,31,101786600,31
"4",31.370001,32.5,31.360001,32,73600000,32
"5",32.950001,33.209999,31.77,33.029999,50237200,33.029999
"6",32.900002,32.950001,31.110001,31.91,37149800,31.91
"7",31.48,31.690001,28.65,28.84,78063400,28.84
"8",28.700001,29.549999,27.860001,28.190001,57267900,28.190001
"9",28.549999,29.67,26.83,29.6,111639200,29.6
"10",28.889999,29.15,27.389999,27.719999,41855500,27.719999
"11",27.200001,27.65,26.440001,26.9,35230300,26.9
"12",26.700001,27.76,25.75,25.870001,42473400,25.870001
"13",26.07,27.17,25.52,26.809999,61489200,26.809999
"14",27,27.35,26.15,26.309999,26159500,26.309999
"15",26.549999,27.76,26.440001,27.1,38034000,27.1
"16",27.18,28.07,26.84,27.01,28219600,27.01
"17",27.48,27.77,26.959999,27.4,15816800,27.4
"18",27.66,28.1,27.1,27.27,17102800,27.27
"19",27.65,28.32,27.379999,28.290001,16855000,28.290001
"20",28.51,30.1,28.35,30.01,43563800,30.01
"21",29.959999,32.080002,29.41,31.41,42978900,31.41
"22",31.540001,32.18,30.700001,31.91,30849000,31.91
"23",31.92,31.93,31.15,31.6,15553600,31.6
"24",31.67,32.5,31.51,31.84,21875300,31.84
"25",32.41,33.450001,32.060001,33.049999,74834000,33.049999
"26",32.860001,33.02,31.549999,32.060001,24352900,32.060001
"27",32.689999,33.439999,32.5,33.099998,24858700,33.099998
"28",32.459999,32.900002,31.9,32.23,28568000,32.23
"29",31.959999,32.189999,30.9,31.360001,17713300,31.360001
"30",31.92,31.99,30.76,31.1,19526900,31.1
"31",31.25,31.73,30.549999,30.77,14122000,30.77
"32",30.91,31.440001,30.799999,31.200001,8763600,31.200001
"33",31.32,31.629999,31.02,31.469999,10032100,31.469999
"34",31.440001,31.9,31.26,31.73,10945600,31.73
"35",32.099998,32.880001,31.99,32.169998,17785200,32.169998
"36",32.43,32.48,31.16,31.469999,14269500,31.469999
"37",31.48,31.559999,30.549999,30.969999,13030300,30.969999
"38",30.700001,31.4,30.6,30.809999,11300700,30.809999
"39",31.040001,31.07,30.559999,30.719999,8108300,30.719999
"40",30.5,30.5,28.209999,28.25,24672100,28.25
"41",28.48,28.59,27.15,28.09,30438600,28.09
"42",28.309999,29.290001,28.15,29.110001,16841800,29.110001
"43",29.41,29.5,28.629999,29,13685100,29
"44",29,29.469999,28.719999,28.76,11869100,28.76
"45",28.120001,29,28.01,28.75,12390700,28.75
"46",28.82,29.450001,28.1,28.450001,11539800,28.450001
"47",28.389999,29.49,28.08,29.34,17230200,29.34
"48",27.75,28.23,26.73,26.85,64597400,26.85
"49",23.190001,24.540001,22.280001,23.709999,123102300,23.709999
"50",24,24.040001,23.030001,23.15,29285900,23.15
"51",23.370001,23.370001,21.610001,21.709999,56179400,21.709999
"52",21.5,21.58,20.84,20.879999,44604400,20.879999
"53",20.77,20.84,19.82,20.040001,56374500,20.040001
"54",20.360001,22.16,19.9,21.09,80647000,21.09
"55",21.389999,22.15,21.299999,21.92,27778900,21.92
"56",22.200001,22.450001,20.5,20.719999,36782900,20.719999
"57",20.709999,21.15,20.219999,20.719999,29537400,20.719999
"58",20.75,21.17,20.610001,21.01,15610700,21.01
"59",21.41,21.82,21.129999,21.809999,25794700,21.809999
"60",22.15,22.450001,21.4,21.6,24973100,21.6
"61",21.41,21.6,20.25,20.379999,39308800,20.379999
"62",20.639999,21.41,20.4,21.200001,47861100,21.200001
"63",20.440001,20.48,19.690001,19.870001,157565300,19.870001
"64",20.01,20.08,19,19.049999,129293400,19.049999
"65",19.049999,20.129999,18.75,20.01,101186600,20.01
"66",19.58,19.98,19.09,19.16,70640600,19.16
"67",19.360001,19.530001,18.959999,19.440001,49892200,19.440001
"68",19.5,19.73,19.360001,19.440001,32813700,19.440001
"69",19.52,19.68,19.25,19.41,29622200,19.41
"70",19.49,19.530001,19.1,19.15,20704000,19.15
"71",19.1,19.379999,18.950001,19.34,25417000,19.34
"72",19.32,19.379999,19.07,19.1,16124700,19.1
"73",19.27,19.450001,19.059999,19.09,30647500,19.09
"74",18.68,18.700001,18.030001,18.059999,58764200,18.059999
"75",18.08,18.27,17.549999,17.73,46622400,17.73
"76",18.27,18.75,18.18,18.58,60781800,18.58
"77",18.74,19.26,18.719999,18.959999,46066500,18.959999
"78",19.1,19.42,18.780001,18.98,36371700,18.98
"79",19.059999,19.200001,18.549999,18.809999,24797800,18.809999
"80",18.92,19.58,18.85,19.43,50508200,19.43
"81",20.76,21.16,20.280001,20.93,121584000,20.93
"82",20.959999,21.48,20.610001,20.709999,65041600,20.709999
"83",21.129999,22.08,20.9,22,72819800,22
"84",22.67,22.75,21.5,21.52,50667600,21.52
"85",21.6,21.98,21.370001,21.870001,36760500,21.870001
"86",21.99,23.370001,21.77,23.290001,78782800,23.290001
"87",23.02,23.24,22.540001,22.59,57248900,22.59
"88",22.969999,23.24,22.6,22.860001,51218100,22.860001
"89",21.780001,21.98,20.360001,20.790001,79106500,20.790001
"90",21.200001,21.209999,20.219999,20.280001,46291700,20.280001
"91",20.15,20.780001,19.799999,20.620001,38271900,20.620001
"92",20.99,21,20.16,20.32,30215900,20.32
"93",20.57,21.950001,20.5,21.66,65486000,21.66
"94",22.08,22.59,21.73,21.99,51262700,21.99
"95",22.08,22.49,21.82,22.27,29341400,22.27
"96",22.299999,22.49,21.799999,21.83,32000100,21.83
"97",22.32,22.4,21.41,21.950001,46892100,21.950001
"98",21.49,21.629999,20.879999,20.91,40529300,20.91
"99",20.4,20.75,20.16,20.4,32236700,20.4
"100",20.389999,20.549999,19.969999,20.23,27161800,20.23
"101",19.93,19.940001,19.450001,19.639999,39321800,19.639999
"102",19.879999,19.959999,19.610001,19.75,21817300,19.75
"103",19.75,19.799999,19.48,19.52,18809400,19.52
"104",19.68,19.879999,19.49,19.52,20189700,19.52
"105",19.68,19.690001,19.299999,19.48,21834700,19.48
"106",19.5,20.48,19.370001,19.879999,44074500,19.879999
"107",19.700001,19.790001,18.889999,18.98,52157400,18.98
"108",19,19.059999,18.799999,19,34835000,19
"109",19.200001,19.43,19.049999,19.32,32447300,19.32
"110",19.25,19.799999,19.1,19.5,78381200,19.5
"111",24.129999,24.25,22.85,23.23,228949900,23.23
"112",23.290001,23.309999,22.469999,22.559999,76142000,22.559999
"113",22.4,22.879999,21.879999,21.940001,73175800,21.940001
"114",20.82,21.5,20.73,21.110001,99378200,21.110001
"115",21.08,21.440001,21.01,21.209999,37713900,21.209999
"116",21.26,21.690001,21.07,21.18,38344400,21.18
"117",21.1,21.48,20.92,21.25,31806700,21.25
"118",21.24,21.370001,20.99,21.17,29062700,21.17
"119",20.85,20.950001,20.370001,20.469999,33396800,20.469999
"120",20.52,20.73,19.98,19.99,34254600,19.99
"121",19.959999,20,19.129999,19.209999,42295500,19.209999
"122",19.15,20.17,18.870001,20.07,67349200,20.07
"123",19.610001,20.110001,19.559999,19.860001,71775100,19.860001
"124",20.1,22.5,19.93,22.360001,229751000,22.360001
"125",22.34,22.5,21.65,22.17,78857700,22.17
"126",22.25,23.93,22.18,23.559999,107182200,23.559999
"127",23.959999,24.120001,22.82,22.92,85021300,22.92
"128",22.73,23.9,22.700001,23.1,46655300,23.1
"129",23.219999,24.530001,23.049999,24.32,89862400,24.32
"130",24.58,24.68,23.879999,24,29520900,24
"131",24.940001,26.09,24.809999,25.940001,123865000,25.940001
"132",26.040001,26.5,25.459999,26.15,85760600,26.15
"133",25.940001,26.49,25.75,26.360001,49205600,26.360001
"134",26.5,27.52,26.16,27.32,88759700,27.32
"135",27.26,28,26.76,28,127049600,28
"136",28,28.879999,26.98,27.040001,123526100,27.040001
"137",27.059999,27.76,26.68,27.459999,72869200,27.459999
"138",27.75,27.9,27.26,27.709999,58976300,27.709999
"139",27.68,27.75,26.82,26.969999,46001500,26.969999
"140",27.07,27.780001,26.84,27.49,51751900,27.49
"141",27.17,28.17,27.1,27.84,50608500,27.84
"142",28.07,28.24,27.66,27.98,77099100,27.98
"143",28,28.139999,27.370001,27.58,46704200,27.58
"144",27.59,28.75,27.43,28.24,81051600,28.24
"145",28.18,28.33,26.76,26.809999,91631600,26.809999
"146",26.77,27,26.32,26.75,57742500,26.75
"147",26.959999,27.91,26.9,27.709999,60512900,27.709999
"148",27.83,28.219999,26.950001,27.41,61390300,27.41
"149",27.49,27.6,27.129999,27.360001,35574800,27.360001
"150",26.66,27.01,26.120001,26.26,54555200,26.26
"151",26.5,26.959999,26.200001,26.93,28230100,26.93
"152",27.030001,27.18,26.379999,26.51,33175400,26.51
"153",26.549999,26.799999,25.52,26.049999,43481700,26.049999
"154",25.48,26.110001,25.15,25.91,56574800,25.91
"155",26.200001,26.99,26.110001,26.620001,60374500,26.620001
"156",27.440001,28.18,27.42,28,69846400,28
"157",27.879999,28.469999,27.59,27.77,63140600,27.77
"158",28.01,28.93,27.83,28.76,72715400,28.76
"159",28.690001,29.790001,28.65,29.42,83781800,29.42
"160",29.51,29.6,28.860001,29.059999,45871300,29.059999
"161",29.67,30.6,29.49,30.59,104787700,30.59
"162",30.6,31.450001,30.280001,31.299999,95316400,31.299999
"163",31.280001,31.959999,31.1,31.719999,89598000,31.719999
"164",32.080002,32.209999,30.620001,30.950001,98892800,30.950001
"165",30.639999,31.709999,29.879999,30.1,173242600,30.1
"166",30.209999,30.35,29.530001,29.85,75332700,29.85
"167",30.08,30.42,30.030001,30.139999,40256700,30.139999
"168",30.309999,30.440001,29.27,29.66,49631500,29.66
"169",29.75,30.889999,29.74,30.73,55243300,30.73
"170",31.1,31.5,30.799999,30.82,48899800,30.82
"171",31.27,31.49,30.809999,31.08,43845100,31.08
"172",31.41,31.93,31.129999,31.540001,54363600,31.540001
"173",31.879999,32.509998,31.809999,32.470001,59682500,32.470001
"174",32,32.07,30.709999,30.790001,72976500,30.790001
"175",30.98,31.49,30.879999,31.24,87682100,31.24
"176",29.15,31.469999,28.74,30.98,190744900,30.98
"177",31.01,31.02,29.629999,29.73,85856700,29.73
"178",29.059999,29.200001,28.01,28.110001,92362200,28.110001
"179",28.26,28.959999,28.040001,28.639999,47948200,28.639999
"180",28.74,29.290001,28.66,29.049999,38375900,29.049999
"181",29.110001,29.15,28.27,28.65,34540100,28.65
"182",28.889999,29.17,28.51,28.549999,37708800,28.549999
"183",28.610001,28.68,28.040001,28.26,37361800,28.26
"184",27.67,28.16,27.1,27.370001,93498700,27.370001
"185",27.360001,28.32,27.309999,27.91,50164000,27.91
"186",28.02,28.629999,28.01,28.5,35615800,28.5
"187",28.52,28.75,28.09,28.32,33109300,28.32
"188",28.23,29.08,28.120001,28.93,49396400,28.93
"189",28.92,29.049999,28.33,28.459999,42098200,28.459999
"190",28.280001,28.549999,27.15,27.280001,49642300,27.280001
"191",27.620001,27.629999,26.82,27.129999,36350200,27.129999
"192",27.16,27.639999,27.15,27.27,34652000,27.27
"193",27.360001,27.459999,26.700001,27.389999,31611700,27.389999
"194",27.34,27.34,26.629999,26.870001,44319700,26.870001
"195",26.84,27.299999,26.34,27.25,83027800,27.25
"196",27.049999,28.120001,26.809999,27.780001,54064800,27.780001
"197",27.76,28.059999,27.440001,27.719999,32400700,27.719999
"198",27.879999,28.18,27.209999,27.52,40622200,27.52
"199",28.1,28.129999,27.35,27.450001,33532600,27.450001
"200",27.57,28.68,27.469999,28.58,74540200,28.58
"201",28.43,28.469999,27.73,27.959999,44198900,27.959999
"202",28.01,28.639999,27.83,28.139999,35642100,28.139999
"203",28.1,28.32,27.6,27.83,27569600,27.83
"204",27.620001,27.65,26.92,27.08,39619500,27.08
"205",27.1,27.43,26.83,27.040001,27646400,27.040001
"206",27.030001,27.059999,26.559999,26.65,31597400,26.65
"207",26.370001,26.790001,25.780001,26.49,26653700,26.49
"208",26.530001,26.9,26.209999,26.549999,25254200,26.549999
"209",26.68,26.690001,25.780001,25.860001,44006500,25.860001
"210",25.66,26.110001,25.559999,25.74,24336100,25.74
"211",25.799999,26.01,25.629999,25.73,18456300,25.73
"212",25.75,25.799999,25.08,25.129999,39199000,25.129999
"213",25.08,25.48,25.030001,25.209999,26957200,25.209999
"214",25,26.280001,24.719999,26.09,52297400,26.09
"215",26.09,26.17,25.52,25.58,28585700,25.58
"216",25.629999,25.889999,25.280001,25.530001,22249300,25.530001
"217",25.77,26.120001,25.299999,25.42,35153300,25.42
"218",25.83,26.389999,25.700001,26.25,48195200,26.25
"219",26.620001,27.23,26.110001,27.07,82016800,27.07
"220",26.860001,27.799999,26.610001,27.389999,64566600,27.389999
"221",27.190001,27.200001,26.629999,26.85,27256000,26.85
"222",26.58,26.889999,26.42,26.59,21311100,26.59
"223",27.01,27.84,26.9,27.57,45949400,27.57
"224",27.48,28.1,27.25,28.02,33368500,28.02
"225",28,28,27.24,27.4,28697400,27.4
"226",27.16,27.48,26.360001,26.52,30275400,26.52
"227",26.809999,27.110001,26.4,26.92,27365900,26.92
"228",26.65,27.200001,26.389999,26.629999,26440600,26.629999
"229",26.82,26.82,25.15,25.690001,39059000,25.690001
"230",25.620001,25.959999,25.33,25.73,20380900,25.73
"231",25.809999,26.360001,25.700001,25.969999,25687600,25.969999
"232",26.219999,26.33,25.77,25.98,25191500,25.98
"233",25.93,26.4,25.799999,26.110001,19729900,26.110001
"234",26.07,26.4,26,26.139999,17150000,26.139999
"235",26.6,27.620001,26.6,26.85,33018000,26.85
"236",27.16,27.41,26.860001,26.98,29201100,26.98
"237",27.129999,27.85,27.01,27.77,36245700,27.77
"238",27.85,27.92,27.309999,27.43,64567600,27.43
"239",28.01,29.02,27.98,28.969999,104257000,28.969999
"240",29.040001,29.07,28.15,28.309999,58506400,28.309999
"241",28.33,28.459999,27.48,27.57,43939400,27.57
"242",27.549999,27.85,26.85,26.889999,41259100,26.889999
"243",26.879999,27.299999,26.65,27.120001,34654900,27.120001
"244",27.08,27.549999,26.85,27.040001,33457200,27.040001
"245",27.139999,27.299999,26.57,26.68,30847100,26.68
"246",26.6,27.33,26.530001,26.82,29068800,26.82
"247",26.889999,27.280001,26.82,27.07,24930300,27.07
"248",26.92,26.99,26.4,26.6,30299800,26.6
"249",26.48,26.549999,25.9,26.129999,35499100,26.129999
"250",26.4,26.6,26.200001,26.25,29462700,26.25
"251",26.18,26.190001,25.690001,25.76,42402900,25.76
"252",25.870001,26.08,25.59,25.66,26261300,25.66
"253",25.65,25.85,24.92,25.16,45314500,25.16
"254",24.799999,25.530001,24.77,25.059999,37663100,25.059999
"255",24.969999,24.969999,24.08,24.309999,58727900,24.309999
"256",24.540001,24.540001,23.92,24.1,50079700,24.1
"257",23.790001,23.809999,23.26,23.32,64237800,23.32
"258",24.129999,24.780001,23.93,24.549999,60733200,24.549999
"259",24.629999,24.950001,24.27,24.35,35925000,24.35
"260",24.27,24.32,23.709999,23.85,35733800,23.85
"261",23.889999,23.93,23.32,23.52,34760800,23.52
"262",23.35,23.709999,22.790001,22.9,53819700,22.9
"263",22.99,23.09,22.67,22.969999,31260700,22.969999
"264",23.030001,23.4,22.860001,23.290001,38699200,23.290001
"265",24.059999,24.6,23.99,24.33,58393000,24.33
"266",24.030001,24.35,24,24.030001,29885900,24.030001
"267",24.16,24.26,23.58,23.77,26445800,23.77
"268",23.719999,23.83,23.27,23.73,31189300,23.73
"269",23.559999,23.889999,23.26,23.629999,30677100,23.629999
"270",23.91,24.25,23.75,24.02,33664500,24.02
"271",24.09,24.690001,24.08,24.209999,36709100,24.209999
"272",24.200001,25.190001,24.1,24.309999,31790600,24.309999
"273",24.280001,24.75,23.65,23.9,42765600,23.9
"274",24.59,24.700001,24.049999,24.530001,45833900,24.530001
"275",23.950001,24.110001,23.379999,23.940001,40626000,23.940001
"276",24.139999,24.43,24.040001,24.25,24713200,24.25
"277",24.51,24.65,23.99,24.16,29890300,24.16
"278",24.24,24.84,24.209999,24.66,34694100,24.66
"279",24.68,24.98,24.42,24.879999,96778900,24.879999
"280",24.969999,25.059999,24.620001,24.809999,20582200,24.809999
"281",24.700001,24.77,24.299999,24.41,18394100,24.41
"282",24.219999,24.709999,24.15,24.52,10404400,24.52
"283",24.65,24.66,24.200001,24.370001,20229500,24.370001
"284",24.469999,25.040001,24.42,24.709999,27064600,24.709999
"285",25.07,25.49,25.030001,25.48,30387900,25.48
"286",25.58,25.83,25.469999,25.799999,26721800,25.799999
"287",25.959999,26,25.450001,25.809999,26777400,25.809999
"288",25.74,25.93,25.549999,25.91,16537900,25.91
"289",25.93,26.43,25.65,26.280001,24234000,26.280001
"290",26.389999,26.75,26.01,26.32,30817600,26.32
"291",26.370001,26.780001,26.299999,26.65,21518500,26.65
"292",26.75,26.77,26.120001,26.18,24806900,26.18
"293",25.82,26.110001,25.6,25.879999,46539700,25.879999
"294",25.99,26.129999,25.719999,26.049999,27526300,26.049999
"295",26.1,26.299999,25.969999,26.129999,28221600,26.129999
"296",26.32,26.530001,26.049999,26.51,82635600,26.51
"297",33.540001,34.880001,32.75,34.360001,365457900,34.360001
"298",33.77,34.73,33.560001,34.009998,136028900,34.009998
"299",34.07,35.630001,34.009998,35.43,124718800,35.43
"300",35.650002,37.959999,35.32,37.630001,173582800,37.630001
"301",37.959999,38.310001,36.330002,36.799999,154828700,36.799999
"302",37.299999,38.290001,36.919998,37.490002,106066500,37.490002
"303",37.66,38.490002,37.5,38.049999,73058500,38.049999
"304",38.43,39.32,38.25,39.189999,79994800,39.189999
"305",39.110001,39.25,37.939999,38.549999,63950800,38.549999
"306",38.610001,38.939999,37.700001,38.869999,68854800,38.869999
"307",39.130001,39.189999,38.43,38.540001,41301000,38.540001
"308",38.59,38.740002,38.009998,38.5,43532300,38.5
"309",38.200001,38.5,38.099998,38.220001,31161000,38.220001
"310",38.240002,38.32,36.77,37.02,65379200,37.02
"311",36.830002,37.549999,36.619999,36.650002,48423900,36.650002
"312",36.360001,37.07,36.02,36.560001,56521100,36.560001
"313",36.970001,37.490002,36.900002,37.080002,45840800,37.080002
"314",37.43,38.279999,37.139999,37.810001,57609600,37.810001
"315",38.349998,38.580002,37.689999,38.41,57995200,38.41
"316",38.380001,38.849998,38.150002,38.32,46116900,38.32
"317",38.369999,38.75,38.34,38.549999,21931200,38.549999
"318",39,40.630001,38.93,40.549999,86442300,40.549999
"319",40.900002,41.939999,40.619999,41.34,94162400,41.34
"320",40.68,41.200001,39.419998,39.639999,72695100,39.639999
"321",39.959999,40.849998,39.880001,40.549999,57918200,40.549999
"322",40.889999,41.779999,40.799999,41.279999,58303400,41.279999
"323",42.02,42.259998,41.060001,41.290001,67735100,41.290001
"324",41.84,42.16,41.509998,41.869999,48774900,41.869999
"325",42.009998,42.169998,41.439999,41.779999,42581900,41.779999
"326",41.790001,42.77,41.77,42.66,50035400,42.66
"327",43.09,44.610001,42.400002,43.950001,117535700,43.950001
"328",44.360001,44.790001,43.700001,44.040001,75794700,44.040001
"329",44.240002,44.259998,43.23,43.599998,54540300,43.599998
"330",43.389999,45.09,43.110001,45.040001,72328300,45.040001
"331",45.529999,45.619999,44.650002,44.75,68072300,44.75
"332",45.040001,45.080002,43.93,44.310001,52765300,44.310001
"333",44.849998,44.939999,42.43,42.509998,70424200,42.509998
"334",42.5,45.439999,42.43,45.07,91934600,45.07
"335",44.84,45.470001,44.400002,45.23,79317000,45.23
"336",45.509998,46.049999,45.23,45.98,63972400,45.98
"337",46.32,47.599998,45.740002,47.490002,115508400,47.490002
"338",47.279999,47.549999,46.290001,47.189999,75177000,47.189999
"339",48.509998,49.66,48.16,48.450001,136716100,48.450001
"340",49.23,49.540001,48.459999,49.459999,87879700,49.459999
"341",50.009998,50.599998,49.5,50.389999,98220100,50.389999
"342",50.290001,51.279999,49.860001,51.240002,81410500,51.240002
"343",50.139999,51.599998,49.799999,50.23,100095000,50.23
"344",49.970001,51.029999,49.450001,50.419998,98114000,50.419998
"345",50.130001,51.099998,49.950001,50.279999,62834000,50.279999
"346",50.470001,50.720001,49.060001,49.18,82045000,49.18
"347",49.77,51.16,49.57,51.040001,74447000,51.040001
"348",50.73,51.290001,50.400002,50.52,57204000,50.52
"349",50.599998,50.599998,47.080002,47.139999,136081000,47.139999
"350",47.380001,47.84,45.259998,46.77,147297000,46.77
"351",47.869999,49.68,47.830002,49.049999,99774000,49.049999
"352",49.18,49.869999,48.790001,49.110001,58428000,49.110001
"353",48.310001,49.630001,47.91,49.509998,68781000,49.509998
"354",49.990002,51,49.18,49.5,81167000,49.5
"355",50.040001,51.240002,49.900002,51.139999,64678000,51.139999
"356",51.119999,52.220001,50.950001,52.209999,71522000,52.209999
"357",54.18,54.830002,53.599998,54.220001,88260000,54.220001
"358",54.68,54.810001,53.509998,53.849998,58235000,53.849998
"359",54.330002,54.759998,52.200001,52.68,83204000,52.68
"360",51.75,52.25,51.130001,51.900002,57207000,51.900002
"361",52.380001,52.84,51.59,52.450001,46775000,52.450001
"362",53.18,53.240002,51.880001,51.950001,45085000,51.950001
"363",51.540001,51.700001,49.610001,50.23,73472000,50.23
"364",50.73,50.790001,49.25,49.400002,102143000,49.400002
"365",50,50.209999,48.75,49.009998,127073000,49.009998
"366",47.16,52,46.5,50.209999,248809000,50.209999
"367",50.849998,52.09,49.720001,49.75,95033000,49.75
"368",49.369999,49.75,48.02,48.220001,80371000,48.220001
"369",47.790001,50.18,47.509998,50.110001,76835000,50.110001
"370",50.259998,50.450001,48.709999,49.119999,67889000,49.119999
"371",49.240002,49.869999,47.299999,47.560001,97128000,47.560001
"372",47.810001,48.650002,47.25,47.529999,70731000,47.529999
"373",47.040001,47.529999,45.73,46.200001,80910000,46.200001
"374",46,47.369999,45.830002,46.610001,68196000,46.610001
"375",46.23,48.740002,46.060001,48.709999,79245000,48.709999
"376",48.700001,49.57,48.029999,48.990002,75117000,48.990002
"377",49.110001,49.48,48.709999,49.009998,42453000,49.009998
"378",48.470001,48.84,45.799999,45.830002,85910000,45.830002
"379",46.259998,47,45.720001,46.360001,75602000,46.360001
"380",46.610001,47.549999,46.310001,46.43,53933000,46.43
"381",46.990002,47.459999,46.689999,46.700001,34886000,46.700001
"382",47.040001,47.27,45.959999,46.23,40545000,46.23
"383",46.360001,46.650002,44.040001,44.82,82565000,44.82
"384",44.66,46.169998,43.549999,45.889999,82016000,45.889999
"385",45.970001,46.669998,45.529999,46.490002,44993000,46.490002
"386",46.75,47.209999,46.5,47.009998,22953900,47.009998
"387",46.900002,47.540001,46.259998,47.060001,50774000,47.060001
"388",46.75,47.200001,46.290001,46.73,32086000,46.73
"389",46.459999,48.77,46.259998,48.619999,60890000,48.619999
"390",48.150002,48.700001,47.869999,48.34,43855000,48.34
"391",48.98,49.389999,47.709999,47.939999,42938000,47.939999
"392",48.09,48.970001,47.740002,48.84,36056000,48.84
"393",48.639999,50.77,48.540001,50.25,68479000,50.25
"394",50.549999,50.77,49.009998,49.380001,65776000,49.380001
"395",51.049999,52.07,50.66,51.830002,92723000,51.830002
"396",51.66,53.5,51.34,53.32,82641000,53.32
"397",53.25,54.5,52.91,53.810001,85119000,53.810001
"398",54.759998,55.18,54.240002,54.860001,78751000,54.860001
"399",54.860001,55.889999,53.75,55.57,76003000,55.57
"400",54.330002,55.189999,53.950001,55.049999,89753200,55.049999
"401",54.93,55.150002,54.23,55.119999,239824000,55.119999
"402",55.5,58.32,55.450001,57.77,98297000,57.77
"403",58.27,58.580002,56.91,57.959999,46617800,57.959999
"404",58.32,58.380001,57.369999,57.73,55101000,57.73
"405",57.48,57.68,55.25,55.439999,60466000,55.439999
"406",54.93,55.18,53.43,53.709999,68307000,53.709999
"407",54.119999,54.860001,53.91,54.650002,43076200,54.650002
"408",54.830002,55.220001,54.189999,54.709999,43195500,54.709999
"409",55.02,55.650002,54.529999,54.560001,38246200,54.560001
"410",54.419998,57.259998,54.049999,57.200001,68852600,57.200001
"411",57.700001,58.549999,57.220001,57.919998,77207400,57.919998
"412",57.599998,58.41,57.23,58.23,56682400,58.23
"413",58.650002,58.959999,56.650002,57.220001,92253300,57.220001
"414",57.130001,58.299999,57.060001,57.939999,42449500,57.939999
"415",57.91,58.25,55.380001,55.91,63010900,55.91
"416",56.459999,57.779999,56.099998,57.740002,37503600,57.740002
"417",57.98,58.57,57.27,57.599998,33663400,57.599998
"418",57.259998,58.02,56.830002,57.189999,34541800,57.189999
"419",57.299999,57.82,56.07,56.299999,40849200,56.299999
"420",56.599998,58.580002,56.5,58.509998,48669200,58.509998
"421",58.849998,59.310001,57.099998,57.509998,61352900,57.509998
"422",56.369999,56.68,55.689999,56.630001,47951800,56.630001
"423",56.150002,56.419998,54.400002,54.450001,55200700,54.450001
"424",54.73,54.939999,51.849998,53.549999,73924100,53.549999
"425",54.02,55.279999,54,55.139999,48191200,55.139999
"426",54.610001,54.950001,53.189999,53.529999,92995600,53.529999
"427",62.119999,62.5,60.459999,61.080002,150178900,61.080002
"428",60.470001,63.369999,60.169998,62.57,87794600,62.57
"429",63.029999,63.77,60.700001,61.48,74866600,61.48
"430",62.049999,63.139999,61.82,62.75,45985500,62.75
"431",62.740002,63.16,61.27,62.189999,51685100,62.189999
"432",61.459999,62.779999,61.459999,62.16,42086500,62.16
"433",62.27,64.57,62.220001,64.32,60704300,64.32
"434",64.300003,64.489998,63.470001,63.549999,43666100,63.549999
"435",63.75,65,63.349998,64.849998,45675600,64.849998
"436",64.919998,65.059998,64.050003,64.449997,47282100,64.449997
"437",64.18,67.330002,64.050003,67.330002,61911700,67.330002
"438",67.5,67.580002,66.720001,67.089996,36694900,67.089996
"439",66.940002,67.540001,66.07,67.300003,43809900,67.300003
"440",67.050003,69.080002,67,68.059998,62087100,68.059998
"441",67.730003,70.110001,65.730003,69.629997,130928900,69.629997
"442",69.690002,69.959999,68.449997,68.589996,70932400,68.589996
"443",68.739998,71.440002,68.540001,70.779999,76620300,70.779999
"444",70.949997,71,69.449997,69.849998,52077000,69.849998
"445",70.190002,71.220001,68.849998,69.260002,55322700,69.260002
"446",69.339996,70.010002,68.870003,68.940002,41653700,68.940002
"447",69.470001,69.879997,67.379997,68.459999,66783700,68.459999
"448",66.959999,68.050003,66.510002,67.410004,56824100,67.410004
"449",68.660004,68.900002,67.620003,68.800003,42013500,68.800003
"450",69.690002,71.970001,69.620003,71.57,74567700,71.57
"451",71.879997,71.889999,70.25,70.839996,46026500,70.839996
"452",71.080002,71.18,69.470001,69.800003,38927000,69.800003
"453",70.769997,72.150002,70.510002,72.029999,59871600,72.029999
"454",72.5,72.589996,69.959999,70.099998,59408300,70.099998
"455",69.860001,71.349998,69,70.879997,46340500,70.879997
"456",71.290001,71.349998,68.150002,68.830002,57091000,68.830002
"457",68.489998,69.43,67.459999,67.720001,48227000,67.720001
"458",68.18,68.949997,66.620003,68.739998,52197000,68.739998
"459",68.760002,69.599998,68.300003,69.190002,40827000,69.190002
"460",69.169998,69.290001,67.470001,68.239998,43981000,68.239998
"461",68.010002,68.230003,66.82,66.970001,44439000,66.970001
"462",67.529999,67.919998,66.18,67.239998,59999900,67.239998
"463",67.190002,67.360001,63.360001,64.099998,85696000,64.099998
"464",64.889999,66.190002,63.779999,64.889999,68786000,64.889999
"465",64.739998,64.949997,60.369999,60.389999,97503900,60.389999
"466",60.509998,61.900002,57.98,60.970001,112650000,60.970001
"467",61.34,61.950001,59.34,60.009998,67052000,60.009998
"468",60.779999,61.52,59.869999,60.240002,53011000,60.240002
"469",60.459999,62.66,60.240002,62.619999,59291000,62.619999
"470",63.209999,63.91,62.209999,62.720001,66277000,62.720001
"471",62.549999,63.169998,59.130001,59.490002,83859000,59.490002
"472",59.939999,60.200001,56.32,56.75,125214400,56.75
"473",55.900002,58,55.439999,56.950001,108488000,56.950001
