"AMZN.Open","AMZN.High","AMZN.Low","AMZN.Close","AMZN.Volume","AMZN.Adjusted","returns"
8.27,8.4305,8.1145,8.4235,122242000,8.4235,0.0234493651661505
8.493,8.6265,8.42,8.4465,147918000,8.4465,0.00273045646109105
8.4675,8.5825,8.4295,8.5385,104244000,8.5385,0.0108920854791927
8.542,8.66,8.439,8.5995,114120000,8.5995,0.00714411196345965
8.6335,8.657,8.453,8.5135,79572000,8.5135,-0.0100005814291529
8.5295,8.6685,8.4705,8.6665,108806000,8.6665,0.0179714570975509
8.55,8.6025,8.471,8.5185,113834000,8.5185,-0.0170772514856055
8.506,8.563,8.2525,8.284,143212000,8.284,-0.0275283207137406
8.258,8.2675,7.928,7.945,192972000,7.945,-0.0409222597778851
7.937,8.0455,7.8385,7.889,131428000,7.889,-0.00704845814977972
7.892,8.0425,7.8775,7.9175,90498000,7.9175,0.00361262517429339
8.037,8.25,8.037,8.2085,124506000,8.2085,0.0367540258920114
8.1975,8.2495,8.142,8.241,89296000,8.241,0.00395931047085329
8.255,8.53,8.25,8.5195,122850000,8.5195,0.0337944424220362
8.4305,8.4405,8.231,8.41,129306000,8.41,-0.012852866952286
8.5765,8.8945,8.5765,8.8625,200850000,8.8625,0.053804994054697
8.868,8.919,8.808,8.86,85432000,8.86,-0.000282087447108781
8.9995,9.092,8.8785,8.9745,193900000,8.9745,0.0129232505643342
8.8475,8.885,8.745,8.77,135244000,8.77,-0.0227867847790965
8.958,8.966,8.8,8.8275,115402000,8.8275,0.00655644241733189
8.843,8.8725,8.696,8.8265,110752000,8.8265,-0.00011328235627317
8.775,8.82,8.7025,8.784,98150000,8.784,-0.00481504560131407
8.776,8.9215,8.73,8.9025,113084000,8.9025,0.0134904371584699
9.025,9.0735,8.8285,8.8385,101542000,8.8385,-0.00718899185622013
8.8745,8.908,8.76,8.8145,74538000,8.8145,-0.00271539288340772
8.8885,8.9055,8.69,8.7425,91110000,8.7425,-0.00816835895399637
8.744,8.7975,8.668,8.781,71310000,8.781,0.00440377466399777
8.8165,8.897,8.6865,8.7125,84050000,8.7125,-0.00780093383441527
8.714,8.788,8.6545,8.697,73706000,8.697,-0.00177905308464865
8.686,8.95,8.6795,8.7785,116210000,8.7785,0.00937104748763939
8.779,8.915,8.752,8.902,82430000,8.902,0.0140684627214216
8.9205,8.9375,8.851,8.879,90146000,8.879,-0.00258368905863848
8.9635,9.199,8.902,9.1645,174706000,9.1645,0.0321545219056201
9.194,9.2825,9.13,9.2375,102220000,9.2375,0.00796551912270171
9.25,9.2725,9.2055,9.238,51562000,9.238,5.41271989173975e-05
9.217,9.249,9.0945,9.1295,67164000,9.1295,-0.011744966442953
9.095,9.157,9.0225,9.107,44988000,9.107,-0.00246453803603708
9.105,9.1385,9.0525,9.0545,39500000,9.0545,-0.00576479631053017
9.09,9.2175,9.0205,9.1685,62402000,9.1685,0.012590424650726
9.196,9.2275,9.1375,9.1375,39224000,9.1375,-0.00338114195342754
9.098,9.115,8.9755,9,69038000,9,-0.015047879616963
9.0685,9.3,9.0605,9.211,106628000,9.211,0.0234444444444444
9.3075,9.385,9.189,9.2505,100636000,9.2505,0.00428835088481172
9.205,9.3725,9.2035,9.371,68376000,9.371,0.0130263229014647
9.325,9.3705,9.2625,9.293,63594000,9.293,-0.00832355138192309
9.394,9.4225,9.187,9.2745,104434000,9.2745,-0.00199074572258684
9.252,9.2645,9.1255,9.234,67518000,9.234,-0.00436681222707425
9.271,9.3,9.1605,9.217,56284000,9.217,-0.00184102230885852
9.268,9.269,9.165,9.204,53582000,9.204,-0.00141043723554302
9.18,9.3225,9.1755,9.2765,67340000,9.2765,0.00787700999565399
9.275,9.447,9.246,9.4375,73256000,9.4375,0.0173556837169191
9.433,9.58,9.4125,9.5625,77924000,9.5625,0.0132450331125828
9.545,9.55,9.3105,9.3435,77648000,9.3435,-0.0229019607843136
9.2645,9.3425,9.05,9.098,114198000,9.098,-0.0262749505003478
9.15,9.1625,8.842,8.871,136124000,8.871,-0.0249505385799077
8.8975,8.9245,8.7075,8.8425,112006000,8.8425,-0.00321271559012526
8.775,8.8375,8.714,8.835,93020000,8.835,-0.000848176420695346
8.8755,8.8945,8.7315,8.7695,75244000,8.7695,-0.0074136955291455
8.874,9.25,8.8655,9.2225,291888000,9.2225,0.0516563087975368
8.5725,8.6855,8.345,8.557,398164000,8.557,-0.0721604770940634
8.508,8.572,8.3705,8.482,134362000,8.482,-0.00876475400257115
8.526,8.655,8.4755,8.6055,101718000,8.6055,0.0145602452251827
8.571,8.76,8.5435,8.6765,90950000,8.6765,0.00825053744698168
8.675,8.7335,8.5975,8.6855,73578000,8.6855,0.00103728461937402
8.7,8.8595,8.6875,8.7965,86956000,8.7965,0.0127799205572507
8.8075,8.8775,8.7385,8.8215,105094000,8.8215,0.00284203944750749
8.833,9.1555,8.8295,9.153,155898000,9.153,0.0375786430879101
9.1575,9.3235,9.113,9.265,166254000,9.265,0.0122364252157763
9.2195,9.362,9.18,9.3105,106628000,9.3105,0.00491095520777107
9.278,9.475,9.2685,9.4625,89758000,9.4625,0.0163256538316956
9.4625,9.57,9.4175,9.521,81226000,9.521,0.00618229854689578
9.4365,9.5245,9.4125,9.4515,77818000,9.4515,-0.00729965339775251
9.4885,9.5,9.3175,9.331,92564000,9.331,-0.0127492990530603
9.2885,9.4545,9.2655,9.388,68510000,9.388,0.0061086700246491
9.377,9.425,9.2565,9.325,83572000,9.325,-0.00671069450362172
9.184,9.236,8.966,9.021,112742000,9.021,-0.0326005361930294
9.0125,9.0575,8.7195,8.834,109640000,8.834,-0.020729409156413
8.843,8.9875,8.728,8.8875,93130000,8.8875,0.00605614670590904
8.9475,9.0375,8.855,8.862,83828000,8.862,-0.0028691983122362
8.6955,8.7945,8.6075,8.6645,135664000,8.6645,-0.0222861656510945
8.6765,8.698,8.4335,8.472,116942000,8.472,-0.0222170927347223
8.4545,8.665,8.4175,8.601,103714000,8.601,0.0152266288951843
8.6855,8.723,8.6025,8.6395,82764000,8.6395,0.00447622369491918
8.631,8.6375,8.4755,8.5835,98486000,8.5835,-0.00648185658892286
8.596,8.6045,8.312,8.454,118658000,8.454,-0.0150870856876566
8.4695,8.4855,8.336,8.3445,84380000,8.3445,-0.0129524485450675
8.3335,8.4875,8.195,8.4525,142178000,8.4525,0.0129426568398348
8.3535,8.4235,8.241,8.307,119968000,8.307,-0.0172138420585626
8.275,8.46,8.206,8.4035,92198000,8.4035,0.0116167087998074
8.33,8.404,8.2285,8.3365,80440000,8.3365,-0.00797286844767064
8.0695,8.344,8.038,8.254,98690000,8.254,-0.00989623942901696
8.235,8.407,8.1435,8.235,104162000,8.235,-0.00230191422340686
8.2955,8.315,8.039,8.0485,129428000,8.0485,-0.0226472374013356
8.0595,8.177,8.0295,8.091,148854000,8.091,0.00528048704727579
8.1685,8.2895,8.086,8.226,81102000,8.226,0.0166852057842048
8.2035,8.222,8.1125,8.13,72228000,8.13,-0.0116703136396791
8.115,8.313,8.041,8.266,94426000,8.266,0.0167281672816728
8.4105,8.6,8.368,8.555,125664000,8.555,0.0349624969755624
8.582,8.6745,8.515,8.549,85876000,8.549,-0.000701344243132729
8.59,8.625,8.4625,8.4675,68016000,8.4675,-0.00953327874605214
8.5365,8.742,8.5035,8.731,97692000,8.731,0.0311189843519339
8.889,9.058,8.883,8.971,137186000,8.971,0.0274882602221969
8.9655,9.0785,8.925,9.0065,96530000,9.0065,0.00395719540742401
9.079,9.1625,8.9295,9.0065,113682000,9.0065,0
9.0445,9.1805,9.0345,9.147,83728000,9.147,0.0155998445567089
9.105,9.318,9.09,9.2645,111384000,9.2645,0.012845741773259
9.3075,9.4135,9.056,9.138,108614000,9.138,-0.0136542716822279
9.139,9.2585,9.088,9.2455,91280000,9.2455,0.0117640621580215
9.263,9.311,9.139,9.2355,74528000,9.2355,-0.00108160726840079
9.243,9.3245,9.0925,9.202,65942000,9.202,-0.003627307671485
9.153,9.2295,8.971,9.024,106690000,9.024,-0.0193436209519671
9.0415,9.144,8.99,9.1145,84326000,9.1145,0.0100288120567376
9.0695,9.104,8.968,9.091,71764000,9.091,-0.00257830928739922
9.05,9.089,8.951,9.0005,85448000,9.0005,-0.00995490045099534
8.919,8.9455,8.7685,8.917,92330000,8.917,-0.00927726237431259
8.9175,8.9735,8.83,8.941,52920000,8.941,0.0026914881686666
9.081,9.25,9.0795,9.1935,81350000,9.1935,0.0282406889609663
9.228,9.2985,9.1525,9.2945,66962000,9.2945,0.0109860227334528
9.2825,9.3175,9.1885,9.271,68762000,9.271,-0.0025283769971487
9.3135,9.321,9.037,9.115,2.24e+08,9.115,-0.0168266637903139
9.16,9.89,9.1375,9.8315,472460000,9.8315,0.0786066922654964
9.798,9.8395,9.6135,9.7535,1.46e+08,9.7535,-0.00793368255098403
9.719,9.8295,9.689,9.7905,132818000,9.7905,0.0037935100220432
9.8285,10.171,9.809,10.0595,187962000,10.0595,0.0274756141157244
10.05,10.1295,9.8345,9.9225,1.22e+08,9.9225,-0.0136189671454844
9.9125,10.093,9.7685,9.9985,1.31e+08,9.9985,0.00765936004031254
9.933,10.05,9.806,9.8555,9.2e+07,9.8555,-0.0143021453217983
9.955,9.978,9.828,9.88,80278000,9.88,0.00248592156663818
9.917,10.118,9.839,10.04,116508000,10.04,0.0161943319838056
10.097,10.2645,10.078,10.197,117718000,10.197,0.0156374501992032
10.156,10.275,10.1125,10.219,96180000,10.219,0.00215749730312842
10.211,10.3095,10.031,10.3035,9.6e+07,10.3035,0.00826891085233394
10.285,10.3195,10.118,10.128,82474000,10.128,-0.0170330470228562
10.027,10.045,9.5685,9.6255,187728000,9.6255,-0.0496149289099526
9.591,9.799,9.588,9.7405,141466000,9.7405,0.0119474313022701
9.7065,9.914,9.6625,9.8545,99116000,9.8545,0.0117037113084544
9.9165,9.9975,9.8775,9.94,74024000,9.94,0.00867623928154648
9.8975,9.99,9.862,9.9325,67620000,9.9325,-0.000754527162977858
9.778,9.8645,9.601,9.811,8.4e+07,9.811,-0.0122325698464636
9.85,9.85,9.65,9.6635,59454000,9.6635,-0.0150341453470594
9.6785,9.7175,9.557,9.613,93226000,9.613,-0.00522584984736396
9.562,9.8225,9.544,9.75,81504000,9.75,0.0142515343805265
9.738,9.806,9.675,9.7065,47052000,9.7065,-0.00446153846153841
9.797,9.922,9.7515,9.8345,68180000,9.8345,0.0131870396126308
9.803,9.863,9.6025,9.62,68904000,9.62,-0.0218109715796432
9.614,9.722,9.528,9.6825,60898000,9.6825,0.00649688149688155
9.5615,9.6605,9.381,9.416,99490000,9.416,-0.0275238832946035
9.4005,9.4925,9.259,9.2845,74320000,9.2845,-0.0139655904842821
9.286,9.5315,9.276,9.3775,97330000,9.3775,0.010016694490818
9.3725,9.4905,9.316,9.4025,74332000,9.4025,0.00266595574513473
9.487,9.588,9.2855,9.484,83746000,9.484,0.0086679074714171
9.4625,9.5385,9.314,9.3265,75208000,9.3265,-0.0166069169126951
9.3405,9.4655,9.243,9.3145,77378000,9.3145,-0.00128665630193525
9.4495,9.536,9.3535,9.498,79206000,9.498,0.0197004670137955
9.402,9.6225,9.265,9.299,126354000,9.299,-0.0209517793219625
9.287,9.35,9.0795,9.1825,120642000,9.1825,-0.0125282288418109
9.3255,9.3695,9.232,9.3185,126444000,9.3185,0.0148107813776206
9.298,9.4425,9.2785,9.386,56634000,9.386,0.00724365509470393
9.415,9.75,9.356,9.7115,83652000,9.7115,0.0346793096100575
9.698,9.76,9.566,9.5815,62594000,9.5815,-0.0133861916284816
9.475,9.723,9.415,9.708,92192000,9.708,0.0132025257005688
9.694,9.746,9.5675,9.6275,72290000,9.6275,-0.00829213020189545
9.725,10.129,9.7015,10.0625,122014000,10.0625,0.0451830693326409
10.096,10.144,10.03,10.1175,76506000,10.1175,0.0054658385093167
10.1335,10.3125,10.0515,10.209,92178000,10.209,0.00904373610081532
10.039,10.26,10.025,10.2245,88962000,10.2245,0.00151826819473033
10.2775,10.5135,10.1805,10.4745,80174000,10.4745,0.0244510734021224
10.438,10.7225,10.4365,10.6595,71704000,10.6595,0.0176619409041003
10.606,10.72,10.5505,10.7095,52152000,10.7095,0.00469065153149772
10.7545,10.89,10.7545,10.837,62898000,10.837,0.0119053177085764
10.715,10.916,10.6625,10.914,74158000,10.914,0.00710528744117367
10.837,10.875,10.55,10.6275,80674000,10.6275,-0.0262506871907642
10.732,10.7825,10.556,10.5615,79714000,10.5615,-0.00621030345800977
10.735,10.8415,10.607,10.675,84598000,10.675,0.0107465795578279
10.679,10.7955,10.469,10.519,78050000,10.519,-0.0146135831381734
10.654,10.7265,10.4645,10.6435,81452000,10.6435,0.0118357258294515
10.6265,10.6695,10.4145,10.5765,57962000,10.5765,-0.00629492178324798
10.6885,10.92,10.6885,10.903,88744000,10.903,0.0308703257221199
11.0025,11.01,10.7205,10.7775,67458000,10.7775,-0.0115105934146565
10.837,10.8545,10.5535,10.6605,90906000,10.6605,-0.0108559498956158
10.693,10.8975,10.5555,10.826,71834000,10.826,0.0155246001594671
10.7745,10.804,10.65,10.6745,66856000,10.6745,-0.0139940883059302
10.7495,10.78,10.5175,10.709,197272000,10.709,0.00323200149889913
11.2195,11.36,10.981,11.126,259112000,11.126,0.0389392100102717
11.1635,11.2975,11.0115,11.195,107098000,11.195,0.00620168973575419
11.0645,11.2875,10.9755,11.126,103354000,11.126,-0.00616346583296123
11.25,11.3725,10.883,11.066,115786000,11.066,-0.0053927736832643
11.016,11.1215,10.565,10.585,131734000,10.585,-0.0434664738839688
10.6485,10.7415,10.277,10.498,163942000,10.498,-0.00821917808219197
10.3365,10.4,10.0725,10.074,131590000,10.074,-0.0403886454562773
10.2335,10.366,9.742,10.135,200480000,10.135,0.00605519158229106
9.82,10.0195,9.5025,9.685,208550000,9.685,-0.0444005920078934
9.835,10.2545,9.523,10.2545,209824000,10.2545,0.0588022715539493
10.038,10.12,9.68,9.7065,175152000,9.7065,-0.0534399531912819
9.8505,10.0425,9.568,9.918,148038000,9.918,0.0217895224849327
10.014,10.228,9.8605,10.115,112408000,10.115,0.0198628755797541
10.103,10.264,9.916,10.1475,95718000,10.1475,0.0032130499258527
10.057,10.0695,9.7375,9.884,104118000,9.884,-0.0259669869425967
9.9265,9.98,9.687,9.7965,79822000,9.7965,-0.00885269121813037
9.5605,9.567,8.986,9.126,165504000,9.126,-0.0684428112080846
9.0145,9.5,8.8775,8.9465,144884000,8.9465,-0.019669077361385
9.1415,9.21,8.855,8.877,106274000,8.877,-0.00776840105069021
8.946,9.742,8.926,9.6775,147032000,9.6775,0.0901768615523262
9.6945,9.8155,9.5085,9.6865,124974000,9.6865,0.000929992250064515
9.7205,9.8495,9.5535,9.6015,75216000,9.6015,-0.0087750993650958
9.562,9.986,9.48,9.9635,106214000,9.9635,0.0377024423267198
10.141,10.3335,10.1275,10.3265,90220000,10.3265,0.0364329803783809
10.289,10.6245,10.216,10.546,118314000,10.546,0.0212559918655886
10.6135,10.8085,10.5675,10.7615,148100000,10.7615,0.0204342878816612
10.764,10.882,10.581,10.627,105506000,10.627,-0.012498257677833
10.447,10.5345,10.35,10.5,84640000,10.5,-0.0119506916345159
10.2385,10.83,10.2235,10.809,124324000,10.809,0.0294285714285714
10.94,11.0095,10.711,10.995,105916000,10.995,0.0172078823202886
10.915,11.032,10.817,10.863,87958000,10.863,-0.0120054570259208
10.7525,10.848,10.4875,10.5695,91486000,10.5695,-0.0270183190647151
10.4375,10.833,10.4325,10.828,106842000,10.828,0.0244571644827096
10.8895,10.9975,10.7505,10.9765,96718000,10.9765,0.013714444033986
11.011,11.2495,10.836,11.1285,117634000,11.1285,0.0138477656812281
11.1995,11.36,11.0625,11.339,112176000,11.339,0.0189153974030642
11.3785,12.022,11.337,11.965,235060000,11.965,0.0552076902725107
11.8555,12.2,11.644,12.0845,164466000,12.0845,0.00998746343501877
12.04,12.0525,11.5515,11.6625,147710000,11.6625,-0.0349207662708428
11.7255,12.026,11.5905,11.5935,117630000,11.5935,-0.00591639871382632
11.236,11.4395,10.95,11.1615,165092000,11.1615,-0.0372622590244533
11.0255,11.2245,10.953,11.1805,129362000,11.1805,0.00170228015947682
11.374,11.512,11.07,11.4925,115882000,11.4925,0.0279057287241178
11.711,11.7375,11.12,11.2105,156750000,11.2105,-0.0245377420056558
11.3175,11.7905,11.28,11.4855,288738000,11.4855,0.024530574015432
11.7085,11.715,10.8145,11.122,187570000,11.122,-0.0316486004092116
10.9095,11.15,10.7605,10.8115,131006000,10.8115,-0.0279176407121021
10.8505,11.08,10.5695,10.599,132488000,10.599,-0.0196549969939417
10.481,10.75,10.0215,10.625,174232000,10.625,0.00245306160958569
10.6265,11.0085,10.424,10.975,130164000,10.975,0.0329411764705883
11.014,11.181,10.8775,11.0755,136986000,11.0755,0.00915717539863325
11.124,11.395,10.9205,11.237,135686000,11.237,0.014581734458941
11.3115,11.64,11.205,11.566,102862000,11.566,0.0292782771202278
11.53,11.8375,11.45,11.774,100074000,11.774,0.0179837454608334
11.832,12.092,11.7165,11.8405,130216000,11.8405,0.00564803804994063
11.85,11.984,11.7615,11.8075,96670000,11.8075,-0.00278704446602773
12.0435,12.3355,12.009,12.3355,118474000,12.3355,0.044717340673301
12.2145,12.3355,12.0335,12.1165,95580000,12.1165,-0.0177536378744274
12.1155,12.2305,11.831,12.194,92194000,12.194,0.00639623653695387
12.0335,12.1665,11.4625,11.5765,134302000,11.5765,-0.0506396588486142
11.6065,11.737,11.49,11.6805,90498000,11.6805,0.00898371701291412
11.8455,11.85,11.53,11.739,91450000,11.739,0.005008347245409
11.801,12.0235,11.7,11.8805,99516000,11.8805,0.0120538376352328
11.9295,11.9505,11.2945,11.3575,280252000,11.3575,-0.0440217162577332
10.1845,10.379,9.8255,9.92,482684000,9.92,-0.12656834690733
10.213,10.43,10.055,10.339,215486000,10.339,0.0422379032258065
10.3265,10.92,10.2875,10.866,197608000,10.866,0.0509720475868072
10.7895,10.9445,10.652,10.6755,146866000,10.6755,-0.0175317504141358
10.4055,10.8105,10.3715,10.605,170236000,10.605,-0.00660390614022754
10.7775,10.8395,10.636,10.781,122440000,10.781,0.0165959453088167
10.815,10.925,10.651,10.9145,106300000,10.9145,0.0123828958352656
10.8825,10.9115,10.7165,10.824,81316000,10.824,-0.00829172202116457
10.842,11.01,10.7,10.85,77200000,10.85,0.00240206947524024
10.96,10.9675,10.7605,10.8995,78290000,10.8995,0.00456221198156692
10.7475,10.785,10.53,10.561,93612000,10.561,-0.0310564704802972
10.675,10.703,10.405,10.5395,100892000,10.5395,-0.00203579206514526
10.626,10.894,10.5155,10.8695,103262000,10.8695,0.031310783243987
10.7825,11.1175,10.7125,10.9465,130444000,10.9465,0.00708404250425509
10.9,11.0165,10.713,10.8915,114780000,10.8915,-0.00502443703466859
10.8135,10.8485,10.5615,10.5995,110188000,10.5995,-0.0268098976265895
10.6255,10.645,10.105,10.226,159662000,10.226,-0.0352375112033586
10.2665,10.267,9.8555,9.857,168750000,9.857,-0.0360844905143752
9.6645,9.668,9.2525,9.4625,226424000,9.4625,-0.0400223191640457
9.3475,9.702,9.179,9.617,198312000,9.617,0.016327608982827
9.653,9.73,9.3945,9.4495,160226000,9.4495,-0.0174170739315795
9.5205,9.5415,9.0755,9.12,99440000,9.12,-0.0348695698185091
9.5825,9.731,9.527,9.7075,144146000,9.7075,0.0644188596491229
9.739,9.775,9.365,9.4195,131502000,9.4195,-0.0296677826422869
9.738,9.765,9.4375,9.6145,154340000,9.6145,0.0207017357609216
9.5925,9.9035,9.5795,9.8565,146554000,9.8565,0.0251703156690417
9.8535,9.983,9.759,9.8015,150524000,9.8015,-0.00558007406280114
9.943,9.95,9.6835,9.812,118442000,9.812,0.00107126460235674
9.799,9.916,9.5055,9.5995,104040000,9.5995,-0.021657154504688
9.5515,9.8355,9.456,9.766,128546000,9.766,0.0173446533673629
9.6785,9.7945,9.504,9.524,87222000,9.524,-0.0247798484538194
9.5605,9.6975,9.42,9.6515,103176000,9.6515,0.013387232255355
9.5015,9.5575,9.3815,9.476,86864000,9.476,-0.0181837020152308
9.428,9.484,8.925,9.0255,185946000,9.0255,-0.0475411566061631
8.95,9.0375,8.5125,9.0105,232284000,9.0105,-0.00166195778627209
9.1025,9.24,8.9765,9.063,145198000,9.063,0.00582653570834024
9.121,9.2205,9.0155,9.063,133282000,9.063,0
9.1,9.1585,8.95,8.9665,90672000,8.9665,-0.0106476884033985
9.1345,9.1585,9.027,9.126,92002000,9.126,0.0177884347292701
9.096,9.175,8.6245,8.7175,161334000,8.7175,-0.0447622178391409
8.7545,8.9835,8.7105,8.9515,93898000,8.9515,0.026842558072842
8.961,8.984,8.78,8.864,69930000,8.864,-0.00977489806177723
8.8865,8.9295,8.808,8.8135,59018000,8.8135,-0.00569720216606517
8.8195,8.8325,8.614,8.6945,73190000,8.6945,-0.0135020139558631
8.481,8.7275,8.3485,8.693,164186000,8.693,-0.000172522859278823
8.668,8.7585,8.6245,8.655,85596000,8.655,-0.00437133325664329
8.7945,8.974,8.7775,8.9515,102216000,8.9515,0.0342576545349509
8.9605,9.025,8.8035,8.8755,84104000,8.8755,-0.00849019717365795
8.797,8.9125,8.7025,8.8805,76182000,8.8805,0.000563348543743958
8.9035,9.2325,8.875,9.1305,140168000,9.1305,0.0281515680423399
9.138,9.2185,8.85,8.928,101138000,8.928,-0.0221784130113355
9.055,9.12,8.855,8.967,79716000,8.967,0.0043682795698925
8.982,9.0385,8.9095,8.945,62054000,8.945,-0.00245344039255047
8.971,8.9745,8.7875,8.7965,107716000,8.7965,-0.0166014533258804
8.7905,8.94,8.675,8.921,95070000,8.921,0.0141533564485874
9.0075,9.165,8.9255,9.083,112890000,9.083,0.0181593991704967
9.097,9.5125,9.056,9.472,149470000,9.472,0.0428272597159529
9.544,9.797,9.518,9.7225,141920000,9.7225,0.0264463682432432
9.5355,9.645,9.452,9.5465,112206000,9.5465,-0.0181023399331448
9.5395,9.5865,9.2615,9.3045,91706000,9.3045,-0.0253496045671188
9.25,9.4205,9.191,9.35,93476000,9.35,0.00489010693750314
9.3495,9.4085,9.2305,9.39,86128000,9.39,0.00427807486631027
9.465,9.7425,9.4365,9.666,117472000,9.666,0.0293929712460064
9.6545,9.825,9.6165,9.7685,93180000,9.7685,0.0106041795985929
9.684,9.75,9.5065,9.6075,108482000,9.6075,-0.0164815478323181
9.7,9.7815,9.485,9.722,255444000,9.722,0.0119177725735102
8.6905,8.9975,8.6,8.973,426732000,8.973,-0.077041760954536
8.9825,9.097,8.84,9.086,174726000,9.086,0.0125933355622423
9.1415,9.395,9.0945,9.384,162410000,9.384,0.0327977107638124
9.314,9.328,9.146,9.157,106200000,9.157,-0.0241901108269396
9.1325,9.247,9.103,9.2095,102078000,9.2095,0.0057333187725237
9.2475,9.3245,9.1455,9.274,109532000,9.274,0.00700363754818389
9.225,9.2845,9.088,9.249,143784000,9.249,-0.00269570843217581
9.171,9.3815,9.126,9.277,115942000,9.277,0.0030273543085737
9.3585,9.625,9.284,9.5795,121428000,9.5795,0.0326075239840466
9.554,9.6785,9.305,9.565,190542000,9.565,-0.00151364893783601
9.5645,9.577,9.163,9.2235,155888000,9.2235,-0.0357030841610037
8.8895,9.084,8.757,8.9965,251276000,8.9965,-0.0246110478668619
9.0045,9.1705,8.968,9.125,148362000,9.125,0.0142833324070473
9.1325,9.2375,9.029,9.113,135130000,9.113,-0.00131506849315077
9.0975,9.1495,9.0145,9.029,115708000,9.029,-0.00921760122901349
8.982,9.0375,8.848,8.9445,103076000,8.9445,-0.00935873297153622
8.985,9.037,8.9185,8.9565,73374000,8.9565,0.00134160657387228
8.877,8.9595,8.825,8.9265,74124000,8.9265,-0.00334952269301614
8.945,9.2145,8.8975,9.19,115290000,9.19,0.0295188483728224
9.1945,9.2,8.9505,8.9845,106006000,8.9845,-0.0223612622415668
8.9945,9.0245,8.829,9.002,98720000,9.002,0.00194779898714459
8.974,9.092,8.946,8.965,73156000,8.965,-0.00411019773383703
8.95,9.091,8.909,9.013,93654000,9.013,0.00535415504740655
8.934,9.175,8.902,9.0545,112244000,9.0545,0.00460446022412087
9.1325,9.275,9.12,9.1885,99030000,9.1885,0.0147992710806779
9.2085,9.419,9.19,9.382,84430000,9.382,0.0210589323611037
9.3395,9.36,9.172,9.216,90212000,9.216,-0.017693455553187
9.2065,9.27,9.11,9.1695,51752000,9.1695,-0.00504557291666663
9.196,9.2435,9.0385,9.2295,88116000,9.2295,0.00654343203009988
9.1825,9.216,9.057,9.113,73994000,9.113,-0.0126225689365621
9.101,9.2215,9.015,9.2215,83202000,9.2215,0.0119060682541425
9.164,9.284,9.1175,9.2525,98680000,9.2525,0.00336170904950372
9.1725,9.334,9.15,9.276,78068000,9.276,0.00253985409348823
9.244,9.7205,9.144,9.6165,183308000,9.6165,0.0367076326002589
9.625,9.714,9.563,9.5865,84288000,9.5865,-0.00311963812197802
9.527,9.703,9.513,9.62,74792000,9.62,0.0034944974704012
9.6005,9.81,9.59,9.752,119680000,9.752,0.0137214137214139
9.824,10.1485,9.775,10.1435,152274000,10.1435,0.0401456111566856
10.1795,10.4925,10.144,10.272,192016000,10.272,0.0126682111697147
10.307,10.35,10.0155,10.058,124900000,10.058,-0.0208333333333334
10.064,10.2655,10.0315,10.2305,114224000,10.2305,0.0171505269437264
10.251,10.3425,10.0935,10.1255,88762000,10.1255,-0.0102634279849468
9.901,9.995,9.85,9.9025,128606000,9.9025,-0.0220236037726532
9.912,10.1195,9.875,9.983,100014000,9.983,0.00812926028780625
9.8475,9.884,9.618,9.6995,109138000,9.6995,-0.0283982770710207
9.6775,9.8015,9.6775,9.7195,64350000,9.7195,0.00206196195680186
9.601,9.71,9.525,9.5935,62718000,9.5935,-0.0129636298163485
9.6375,9.676,9.3285,9.349,89100000,9.349,-0.0254860061499974
9.4815,9.5985,9.3395,9.3985,86756000,9.3985,0.00529468392341426
9.403,9.613,9.2805,9.5345,80558000,9.5345,0.0144703942118423
9.495,9.497,9.313,9.423,68636000,9.423,-0.0116943730662331
9.4505,9.4735,9.1825,9.275,80886000,9.275,-0.0157062506632707
9.3605,9.502,9.3435,9.4195,56584000,9.4195,0.0155795148247977
9.441,9.6725,9.437,9.5535,80038000,9.5535,0.0142258081639153
9.6465,9.7275,9.4875,9.555,80048000,9.555,0.000157010519704848
9.617,9.674,9.49,9.499,64872000,9.499,-0.00586080586080573
9.4495,9.4495,9.2755,9.412,69620000,9.412,-0.00915885882724499
9.434,9.535,9.3255,9.5165,67526000,9.5165,0.0111028474288142
9.5835,9.74,9.58,9.721,79102000,9.721,0.0214889928019755
9.6785,9.818,9.651,9.7995,204680000,9.7995,0.00807530089496966
11.2415,11.4345,11.011,11.3425,442338000,11.3425,0.157457013112914
11.1975,11.692,11.1525,11.595,195138000,11.595,0.0222614062155611
11.47,11.6485,11.42,11.502,135098000,11.502,-0.00802069857697285
11.391,11.572,11.37,11.5125,91868000,11.5125,0.00091288471570139
11.487,11.6265,11.4015,11.4725,81110000,11.4725,-0.00347448425624319
11.39,11.486,11.187,11.1995,91704000,11.1995,-0.0237960339943343
11.118,11.3435,11.1145,11.258,66286000,11.258,0.00522344747533365
11.1575,11.2695,10.91,11.195,90448000,11.195,-0.00559602060756781
11.0295,11.289,11.008,11.149,74240000,11.149,-0.00410897722197423
11.1955,11.454,11.0975,11.3345,92968000,11.3345,0.0166382635213922
11.2975,11.534,11.2865,11.384,83872000,11.384,0.00436719749437553
11.28,11.3645,11.1255,11.1465,61932000,11.1465,-0.020862614195362
11.325,11.5305,11.15,11.2195,114274000,11.2195,0.00654914098595971
11.25,11.4,11.125,11.203,105236000,11.203,-0.00147065377244981
11.2525,11.3,10.9045,10.918,90110000,10.918,-0.025439614389003
