"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"994",11.416071,11.466071,11.378571,11.448571,262511200,9.744089
"995",11.584643,11.609286,11.464286,11.488214,439815600,9.77783
"996",11.490357,11.519286,11.392857,11.438929,351008000,9.735882
"997",11.428571,11.535714,11.399643,11.441429,417312000,9.738011
"998",11.4675,11.521786,11.432143,11.473214,322030800,9.765062
"999",11.486786,11.4925,11.436786,11.450357,386929200,9.745607
"1000",11.485714,11.544643,11.365357,11.5075,385610400,9.794241
"1001",11.535714,11.585357,11.501786,11.578571,256354000,9.854734
"1002",11.584286,11.632857,11.555357,11.612857,265921600,9.883916
"1003",11.607143,11.6125,11.541786,11.557143,223157200,9.836493
"1004",11.530357,11.622857,11.482857,11.595714,249816000,9.869326
"1005",11.639643,11.666429,11.609286,11.623929,175924000,9.893337
"1006",11.650714,11.658929,11.610714,11.6175,163139200,9.887867
"1007",11.624286,11.625357,11.5375,11.559286,157494400,9.838321
"1008",11.533929,11.552857,11.475357,11.52,193508000,9.804884
"1009",11.63,11.795,11.601429,11.770357,445138400,10.017968
"1010",11.872857,11.875,11.719643,11.831786,309080800,10.070251
"1011",11.769643,11.940714,11.767857,11.928571,255519600,10.152628
"1012",11.954286,11.973214,11.889286,11.918929,300428800,10.144419
"1013",11.928214,12.0125,11.853571,12.004286,311931200,10.217072
"1014",12.101071,12.258214,12.041786,12.230357,448560000,10.409487
"1015",12.317143,12.32,12.123929,12.201429,444108000,10.384862
"1016",12.258929,12.301071,12.214286,12.300714,302590400,10.469362
"1017",12.327143,12.38,12.280357,12.345714,296780400,10.50766
"1018",12.353214,12.445714,12.301429,12.445714,308840000,10.592775
"1019",11.768571,12.312857,11.642857,12.166071,1880998000,10.354766
"1020",12.441071,12.45,12.031429,12.101429,1135612800,10.299748
"1021",12.015357,12.082143,11.79,11.881429,764789200,10.112501
"1022",11.920357,11.96,11.665357,11.668571,754401200,9.931337
"1023",11.673929,12.051786,11.668571,12.051786,574683200,10.257495
"1024",12.011786,12.194286,11.948929,12.192857,546868000,10.377563
"1025",12.248571,12.342857,12.196429,12.280357,506875600,10.452036
"1026",12.277857,12.310357,12.243929,12.2575,285026000,10.432585
"1027",12.291786,12.3,11.911786,12.003571,592057200,10.216461
"1028",11.992857,12.144286,11.939286,12.118571,377246800,10.314341
"1029",12.189286,12.344643,12.177857,12.3225,426633200,10.487908
"1030",12.301786,12.330357,12.269643,12.297143,258955200,10.466326
"1031",12.278571,12.294286,12.091071,12.265714,393797600,10.439571
"1032",12.272857,12.382143,12.268214,12.375,321840400,10.532589
"1033",12.424643,12.616071,12.415714,12.567143,485021600,10.696125
"1034",12.631429,12.697143,12.576786,12.685714,381040800,10.797042
"1035",12.685357,12.821429,12.673929,12.791429,482745200,10.887023
"1036",12.763929,12.857143,12.428571,12.662143,928550000,10.776982
"1037",12.669643,12.778571,12.626429,12.744643,367572800,10.847201
"1038",12.7425,12.838571,12.739643,12.827857,310416400,10.918026
"1039",12.828214,12.856071,12.769643,12.853571,284174800,10.93991
"1040",12.885714,13.032143,12.875,12.968929,481157600,11.038095
"1041",12.758929,12.866786,12.732857,12.796429,530583200,10.891276
"1042",12.811071,12.839286,12.482857,12.52,816057200,10.656003
"1043",12.219643,12.335714,12.061429,12.093214,872555600,10.292758
"1044",12.098929,12.308571,12.093214,12.236429,671854400,10.414649
"1045",12.286429,12.326786,12.084643,12.245714,499900800,10.42255
"1046",12.330714,12.443929,12.314286,12.434286,380018800,10.583049
"1047",12.544286,12.680357,12.54,12.614643,403074000,10.736554
"1048",12.695357,12.704286,12.417143,12.475357,456136800,10.618006
"1049",12.498571,12.655357,12.442857,12.575714,602590800,10.703421
"1050",12.756786,12.849643,12.711429,12.841429,500788400,10.929576
"1051",12.859643,12.8675,12.776786,12.857143,453266800,10.942949
"1052",12.907143,12.916786,12.546786,12.691429,546123200,10.801908
"1053",12.675357,12.764286,12.580357,12.705714,356316800,10.81407
"1054",12.6675,12.67,12.521429,12.588214,453306000,10.714061
"1055",12.468571,12.491786,12.317857,12.381071,507539200,10.537755
"1056",12.333214,12.582857,12.321429,12.571071,471080400,10.699469
"1057",12.613571,12.731429,12.546786,12.627143,435957200,10.747191
"1058",12.217857,12.422857,12.146429,12.336786,721081200,10.500064
"1059",12.214286,12.25,11.652143,11.786071,1162011200,10.03134
"1060",12.029643,12.128929,11.809286,11.951429,659422400,10.172083
"1061",12.040357,12.078571,11.785714,11.809643,753214000,10.051404
"1062",11.999643,12.133571,11.973571,12.117857,409402000,10.313732
"1063",12.234286,12.236429,12.112143,12.185714,325922800,10.371488
"1064",12.117143,12.150714,11.998214,12.113929,372996400,10.31039
"1065",12.208929,12.357143,12.102143,12.320357,404712000,10.486083
"1066",12.431071,12.573571,12.393571,12.555,448910000,10.68579
"1067",12.6125,12.654286,12.515714,12.515714,309355200,10.652354
"1068",12.416429,12.534286,12.359286,12.534286,352900800,10.66816
"1069",12.522857,12.531429,12.408571,12.451071,329406000,10.597337
"1070",12.37,12.492857,12.359286,12.446786,274019200,10.593692
"1071",12.539643,12.556786,12.260714,12.305714,418661600,10.473619
"1072",12.296786,12.307143,12.085714,12.185357,460084800,10.371181
"1073",12.035357,12.223214,12,12.103214,482731200,10.301269
"1074",12.186429,12.282143,12.040714,12.072857,402539200,10.275431
"1075",12.075,12.158214,12.001071,12.074286,373447200,10.276647
"1076",12.14,12.148214,11.926786,11.966429,377535200,10.184847
"1077",11.930714,11.988214,11.786429,11.814286,398946800,10.055357
"1078",11.803214,11.918929,11.792857,11.871429,425639200,10.103992
"1079",11.965,12.005,11.875714,12.004643,346220000,10.217372
"1080",11.957143,12,11.859286,11.872143,301800800,10.104598
"1081",11.903571,11.915714,11.671429,11.695,453605600,9.953831
"1082",11.646429,11.865357,11.434286,11.851786,609898800,10.087273
"1083",11.896429,12.070714,11.846786,12.066429,419378400,10.269957
"1084",12.268214,12.348214,12.196429,12.228929,700666400,10.408268
"1085",12.678571,12.683214,12.447143,12.525,753810400,10.660259
"1086",12.512143,12.633929,12.510714,12.6075,266546000,10.730473
"1087",12.629286,12.678214,12.476786,12.515,338800000,10.651749
"1088",12.58,12.583929,12.396429,12.505357,356213200,10.643539
"1089",12.363929,12.491071,12.34,12.383929,360959200,10.540188
"1090",12.385,12.641071,12.381071,12.504643,1006345200,10.642929
"1091",12.490714,12.516786,12.339286,12.367143,442713600,10.525903
"1092",12.428214,12.496071,12.343571,12.435714,313348000,10.584261
"1093",12.437857,12.565357,12.388571,12.484643,389250400,10.62591
"1094",12.442857,12.533929,12.358929,12.383929,335969200,10.540188
"1095",12.488929,12.5,12.364643,12.380714,280134400,10.537452
"1096",12.423571,12.471429,12.376071,12.414286,204747200,10.566026
"1097",12.460357,12.488929,12.380714,12.480357,282091600,10.622259
"1098",12.465,12.5,12.33,12.401071,3.36e+08,10.554777
"1099",12.361429,12.397143,12.223929,12.3775,3.22e+08,10.534717
"1100",12.345,12.366071,12.155357,12.160714,326116000,10.350205
"1101",12.114286,12.186429,11.878571,11.903571,449775200,10.131349
"1102",11.857143,12.005,11.811786,12.005,452334400,10.217676
"1103",12.016786,12.180357,12,12.138214,334776400,10.331058
"1104",12.217143,12.228929,12.095357,12.161786,261170000,10.351116
"1105",12.127143,12.176786,11.965,11.972143,337968400,10.189713
"1106",11.784643,11.999286,11.765,11.942857,383600000,10.164785
"1107",11.982143,11.996429,11.833571,11.863929,321927200,10.097609
"1108",11.908214,12.091429,11.8875,12.027857,294224000,10.237132
"1109",11.998929,12.031786,11.943929,11.964286,222560800,10.183023
"1110",11.957143,12.058214,11.939643,12.050357,203599200,10.256277
"1111",12.182143,12.4225,12.178571,12.4225,417754400,10.57302
"1112",12.459643,12.576071,12.308929,12.339643,554682800,10.502497
"1113",12.375,12.427857,12.296429,12.360714,338783200,10.520432
"1114",12.256429,12.333214,12.214643,12.265714,313250000,10.439571
"1115",12.346429,12.394643,12.064643,12.072857,461941200,10.275431
"1116",12.0775,12.079286,11.853571,11.858571,529785200,10.093047
"1117",11.849286,11.957143,11.808929,11.865714,333723600,10.09913
"1118",11.901786,11.916786,11.8125,11.838929,275088800,10.076328
"1119",11.805357,11.845,11.625357,11.639286,433955200,9.906411
"1120",11.685714,11.725357,11.609643,11.664286,329473200,9.927686
"1121",11.785714,11.901786,11.761071,11.872857,334569200,10.105208
"1122",11.776786,11.796429,11.602857,11.669643,399196000,9.93225
"1123",11.675,11.738571,11.368929,11.612857,510591200,9.883916
"1124",11.749643,11.758929,11.405714,11.437857,615020000,9.734969
"1125",11.334286,11.346429,11.089286,11.261429,640645600,9.584809
"1126",11.31,11.635714,11.257143,11.617857,493382400,9.888174
"1127",11.612857,11.746429,11.513571,11.521786,390583200,9.806405
"1128",11.390714,11.846071,11.361429,11.829643,559759200,10.068425
"1129",11.834643,11.898214,11.610357,11.655357,439807200,9.920087
"1130",11.699643,11.925,11.6875,11.858571,339813600,10.093047
"1131",11.916071,12.025,11.908571,11.973571,294299600,10.190928
"1132",12.001429,12.013214,11.852857,11.93,352545200,10.15384
"1133",11.953571,12.004643,11.887143,11.988214,322954800,10.20339
"1134",11.998214,12.267857,11.935714,12.259286,435313200,10.434102
"1135",12.25,12.493929,12.232143,12.479643,355054000,10.621654
"1136",12.4625,12.646429,12.3825,12.562857,444626000,10.692479
"1137",12.666786,12.785714,12.642857,12.757143,399663600,10.857839
"1138",12.619286,12.857143,12.578571,12.846786,489633200,10.934135
"1139",12.726429,12.848929,12.600714,12.642857,442674400,10.760565
"1140",12.626071,12.774286,12.450714,12.633929,451609200,10.75297
"1141",12.7975,12.857143,12.727857,12.786429,391638800,10.882765
"1142",12.893214,12.914643,12.726429,12.7775,430533600,10.875168
"1143",12.898929,13.035714,12.8275,13.032857,484467200,11.092505
"1144",13.051071,13.380357,13.045714,13.35,572653200,11.362432
"1145",13.5,13.523214,13.332857,13.458929,819145600,11.455142
"1146",14.147143,14.1525,13.785714,13.817857,941340400,11.760631
"1147",13.819643,13.930714,13.710714,13.831786,526534400,11.772488
"1148",13.868571,14.108929,13.848214,14.046429,516728800,11.955175
"1149",13.941071,14.285714,13.915,14.232143,589806000,12.113238
"1150",14.285714,14.446429,14.274286,14.4075,476582400,12.262489
"1151",14.306786,14.38,14.005357,14.021071,659324400,11.933592
"1152",13.986429,14.178214,13.861786,13.993571,594034000,11.910185
"1153",13.844286,14.1125,13.714286,13.945714,632584400,11.869453
"1154",14.206429,14.267857,14.013214,14.169643,612836000,12.060045
"1155",14.201786,14.210714,13.869643,13.889643,639539600,11.821728
"1156",13.963571,14.055357,13.651429,14.020357,732508000,11.932984
"1157",13.9075,13.975714,13.476786,13.4775,871407600,11.470948
"1158",13.587143,13.696429,12.948929,13.343571,1204590800,11.356958
"1159",12.9175,13.134643,12.607857,12.614643,1143833600,10.736554
"1160",12.903571,13.378929,12.678571,13.3575,1082583600,11.368814
"1161",13.255357,13.380357,12.946429,12.988929,878656800,11.055117
"1162",13.232857,13.408929,13.025714,13.346429,741969200,11.35939
"1163",13.5025,13.558571,13.365357,13.463929,528976000,11.459397
"1164",13.558214,13.748929,13.503214,13.693214,460544000,11.654547
"1165",13.625714,13.691786,13.430714,13.588571,498750000,11.565482
"1166",13.653929,13.732857,13.5,13.587143,442061200,11.564267
"1167",13.244286,13.308929,12.906071,13.073214,851435200,11.126851
"1168",12.934643,13.107143,12.714286,12.715357,775888400,10.822269
"1169",13.018214,13.031429,12.681786,12.73,535315200,10.834735
"1170",12.867857,13.344286,12.75,13.342857,656835200,11.356351
"1171",13.338214,13.534286,13.235714,13.435,626267600,11.434776
"1172",13.038571,13.408929,13.035714,13.347143,871346000,11.359998
"1173",13.256071,13.707143,13.242857,13.699286,641477200,11.659715
"1174",13.863571,13.982143,13.857143,13.9275,405269200,11.853949
"1175",13.866071,13.994286,13.793214,13.928214,417922400,11.854562
"1176",13.948929,14.002857,13.637857,13.743929,522586400,11.697712
"1177",13.779286,13.833571,13.597143,13.608214,343725200,11.582201
"1178",13.383571,13.5,13.279643,13.358929,438939200,11.370031
"1179",13.120357,13.583214,13.088571,13.562143,509698000,11.54299
"1180",13.77,13.771429,13.642857,13.711786,350576800,11.670351
"1181",13.657143,13.878929,13.653929,13.719286,416158400,11.676737
"1182",13.711786,13.785714,13.393571,13.481429,564813200,11.474291
"1183",13.321429,13.602857,13.282143,13.569286,467832400,11.549071
"1184",13.647857,13.793214,13.580357,13.736429,440560400,11.691331
"1185",13.822143,14.0075,13.777143,13.903571,534724400,11.833588
"1186",13.979643,14.059286,13.925,14.034286,417818800,11.944839
"1187",14.126429,14.303571,14.108214,14.303571,698513200,12.174031
"1188",14.178571,14.758214,14.114286,14.701071,823860800,12.512352
"1189",14.830357,15.102143,14.685357,14.766071,775754000,12.567673
"1190",14.987143,15.056786,14.714286,14.719286,605976000,12.527857
"1191",14.3225,14.636429,14.167857,14.350714,968480800,12.214154
"1192",14.295714,14.526429,14.280357,14.439286,546277200,12.289541
"1193",14.280714,14.427857,13.975,14.398929,812876400,12.255195
"1194",14.5975,14.616071,14.216429,14.259286,632497600,12.13634
"1195",14.2925,14.419286,14.161071,14.178929,429637600,12.067948
"1196",14.354286,14.364643,13.793214,13.948929,651086800,11.87219
"1197",13.825714,13.888929,13.613571,13.618571,547640800,11.591016
"1198",13.584643,13.665714,13.3275,13.378571,669099200,11.386746
"1199",13.3775,13.635714,12.651429,13.303571,1233677200,11.322915
"1200",13.137857,13.565,12.867857,13.508929,786469600,11.497697
"1201",13.333214,13.742143,13.278571,13.4775,812582400,11.470948
"1202",13.420714,13.490714,13.160357,13.207143,535458000,11.240838
"1203",13.538929,13.886071,13.5075,13.886071,442514800,11.818692
"1204",14.020357,14.399286,13.982143,14.296071,605687600,12.167647
"1205",14.547857,14.616071,14.290714,14.363929,622286000,12.225401
"1206",14.463571,14.586786,14.3875,14.586786,426185200,12.415083
"1207",14.886786,15.071429,14.831071,15.071429,573367200,12.827568
"1208",15.062143,15.239286,14.855,14.999643,686044800,12.766474
"1209",15.062857,15.171786,14.856786,15.08,881602400,12.834863
"1210",14.333929,14.586429,14.207143,14.236429,1104059600,12.116884
"1211",14.285714,14.298214,14.078929,14.118214,549270400,12.016273
"1212",14.217857,14.255,13.955357,14.031071,621244400,11.942103
"1213",14.149286,14.517857,14.121429,14.491786,502138000,12.334225
"1214",14.465357,14.519643,14.192143,14.206071,430427200,12.09105
"1215",14.348571,14.376786,14.041071,14.307143,456304800,12.177073
"1216",14.555714,14.607143,14.353214,14.453214,494664800,12.301396
"1217",14.392857,14.5125,14.375357,14.4625,322842800,12.309299
"1218",14.372143,14.618929,14.323214,14.456429,385501200,12.304132
"1219",14.193214,14.267857,14.043571,14.161071,531790000,12.052747
"1220",14.288929,14.301429,14.111071,14.193214,327350800,12.080103
"1221",14.2525,14.407143,14.12,14.395357,441386400,12.252157
"1222",14.358214,14.408571,14.255714,14.294286,302229200,12.166128
"1223",14.2825,14.285714,14.1475,14.276071,270275600,12.150625
"1224",14.364643,14.571429,14.341429,14.508214,400442000,12.348207
"1225",14.1775,14.3175,14.079643,14.117143,558684000,12.015362
"1226",14.179643,14.186071,13.648214,13.757857,744752400,11.709567
"1227",13.8075,13.882143,13.580714,13.736429,653786000,11.691331
"1228",13.697143,13.758929,13.507143,13.545,432905200,11.528399
"1229",13.6,13.910714,13.551786,13.886786,430810800,11.819298
"1230",13.901786,13.969286,13.725714,13.741786,349210400,11.695887
"1231",13.713571,13.735,13.410714,13.478929,479900400,11.472165
"1232",13.532857,13.571071,13.388571,13.390714,371938000,11.397082
"1233",13.228571,13.274286,13.068214,13.178929,447980400,11.216827
"1234",13.250714,13.4975,13.247857,13.446786,409021200,11.444802
"1235",13.375357,13.422857,13.102857,13.106786,428271200,11.155426
"1236",13.157857,13.255357,12.975714,12.984643,254760800,11.051469
"1237",13.298214,13.454286,13.226071,13.432857,346413200,11.432948
"1238",13.422857,13.529643,13.221429,13.328571,375855200,11.344191
"1239",13.6175,13.652857,13.510714,13.65,405938400,11.617766
"1240",13.662143,13.892857,13.598214,13.854643,387181200,11.791941
"1241",13.9225,14.058214,13.877857,13.917857,379055600,11.845745
"1242",14.053214,14.1575,13.9425,14.036071,357210000,11.946358
"1243",14.018214,14.093929,13.906429,13.9625,283598000,11.883736
"1244",13.926071,13.962143,13.812857,13.896071,304746400,11.827201
"1245",13.980357,14.125,13.936786,13.952143,376356400,11.874926
"1246",14.030357,14.072857,13.965357,14.057857,296993200,11.964899
"1247",13.988571,14.067857,13.908929,13.994286,301067200,11.910795
"1248",14.035714,14.121429,13.825,13.886071,338928800,11.818692
"1249",13.810714,13.835,13.488571,13.578214,406887600,11.556668
"1250",13.690357,13.705,13.511071,13.533571,256200000,11.518674
"1251",13.584286,13.719643,13.556071,13.607857,421478400,11.581898
"1252",13.659643,13.744643,13.588571,13.650357,235530400,11.618067
"1253",13.848571,14.146429,13.830714,14.141071,337215200,12.035723
"1254",14.1675,14.189286,14.000357,14.158929,262948000,12.050926
"1255",14.178571,14.254643,14.146429,14.233929,202358800,12.114759
"1256",14.274643,14.413929,14.2675,14.404643,269399200,12.260056
"1257",14.396429,14.610357,14.393571,14.518929,265076000,12.357327
"1258",14.531786,14.580357,14.333571,14.38,228662000,12.239084
"1259",14.407143,14.4875,14.303929,14.468571,215978000,12.314467
"1260",14.411071,14.51,14.410357,14.464286,179662000,12.31082
"1261",14.621429,14.732143,14.607143,14.686786,302220800,12.500196
"1262",14.642857,14.81,14.617143,14.765714,260022000,12.567369
"1263",14.819643,14.948214,14.738214,14.929643,271269600,12.706893
"1264",14.991786,15.098214,14.972143,15.085714,318292800,12.839731
"1265",15.196429,15.276786,15.048214,15.061786,394024400,12.819364
"1266",15.211071,15.214286,15.053571,15.115714,258196400,12.865263
"1267",15.095714,15.101786,14.975357,15.091071,215084800,12.844288
"1268",15.081429,15.103571,14.955357,15.049643,212587200,12.80903
"1269",14.989286,15.016071,14.952143,14.993214,226021600,12.761
"1270",15.15,15.213929,15.105714,15.167857,242897200,12.909639
"1271",15.248571,15.338214,15.225,15.325357,276791200,13.043693
"1272",15.3625,15.406071,15.2325,15.276786,261738400,13.002354
"1273",15.2675,15.267857,14.991071,15.010714,413974400,12.775892
"1274",15.095357,15.301786,15.082143,15.264643,306062400,12.992019
"1275",15.182143,15.182143,14.983929,15.014643,547638000,12.779237
"1276",16.23,16.230356,15.8475,15.952143,958314000,13.577168
"1277",16.012857,16.028214,15.826429,15.879643,323985200,13.515457
"1278",15.869286,16.017143,15.848929,15.974286,299709200,13.596007
"1279",15.918214,16.210714,15.906786,16.178928,379341200,13.770185
"1280",16.27107,16.365713,16.18107,16.302856,391683600,13.875661
"1281",16.371786,16.3925,16.269644,16.2925,270046000,13.866845
"1282",16.282143,16.327499,16.213572,16.254286,186796400,13.834323
"1283",16.332144,16.428572,16.27,16.417143,286599600,13.972932
"1284",16.370714,16.606428,16.364286,16.570356,249412800,14.103336
"1285",16.616072,16.776787,16.592142,16.743929,316223600,14.251068
"1286",16.803572,17.028214,16.775,17.024286,407890000,14.489681
"1287",17.17,17.741072,17.162857,17.613214,884214800,14.990931
"1288",17.534286,17.772142,17.448214,17.622143,631302000,14.998531
"1289",17.840357,17.993929,17.753214,17.950001,517216000,15.277576
"1290",18.023571,18.19857,17.928572,18.195,460398400,15.486094
"1291",18.366428,18.79607,17.746071,17.77393,1506120000,15.127718
"1292",17.553572,18.031786,17.379642,17.936071,944552000,15.265719
"1293",17.968214,18.134644,17.867857,17.932858,535805200,15.262981
"1294",18.102858,18.387501,18.004286,18.387501,605595200,15.649941
"1295",18.324286,18.410357,18.18107,18.322857,483302400,15.594918
"1296",18.395714,18.493929,18.196428,18.442499,568027600,15.69675
"1297",18.559643,18.674999,18.522858,18.657499,415072000,15.879744
"1298",18.618214,18.875,18.438572,18.777143,547582000,15.98157
"1299",18.855715,19.121786,18.780357,19.121786,600387200,16.274895
"1300",19.341429,19.557501,19.132143,19.372856,952011200,16.488594
"1301",19.577499,19.57893,19.241785,19.445356,683270000,16.550301
"1302",19.437143,19.52857,19.375713,19.470715,431712400,16.57188
"1303",19.479286,19.552856,18.785713,19.04143,809124400,16.206509
"1304",18.702143,19.060356,18.436428,18.937857,810238800,16.118355
"1305",19.171429,19.206429,18.689285,18.953215,798520800,16.131433
"1306",19.096071,19.3925,19.004286,19.356787,516457200,16.474911
"1307",19.436071,19.562143,19.396786,19.470358,418919200,16.571581
"1308",19.606428,19.714287,19.535713,19.714287,407282400,16.779194
"1309",19.912144,20.292143,19.848213,20.289286,690855200,17.268581
"1310",20.644644,21.24,20.549999,21.056429,1418844000,17.921516
"1311",21.414642,21.428928,20.6625,20.912857,1159718000,17.799314
"1312",20.882856,21.042856,20.642857,20.913214,825487600,17.799618
"1313",21.370358,21.491785,21.0375,21.467857,901236000,18.27169
"1314",21.411072,21.674999,21.124287,21.64143,816662000,18.419418
"1315",21.526428,21.773214,21.47893,21.517857,644042000,18.314243
"1316",21.349285,21.589287,21.268929,21.405001,623870800,18.218189
"1317",21.446072,21.492857,21.228571,21.2875,430488800,18.118181
"1318",21.42107,21.683929,21.259287,21.677856,595742000,18.45042
"1319",21.649286,22.01,21.645,21.945715,607129600,18.6784
"1320",22.084999,22.194643,21.796785,22.057858,655460400,18.773849
"1321",21.885,22.02,21.686787,21.780714,608238400,18.53796
"1322",21.741785,21.805714,21.355,21.4125,731038000,18.224573
"1323",21.493929,22.098928,21.442142,22.093929,598351600,18.804554
"1324",22.40357,22.57893,22.2325,22.475714,834559600,19.129494
"1325",22.298214,22.352142,22.035713,22.296785,572980800,18.977203
"1326",22.392143,22.66643,22.264286,22.63143,641298000,19.262024
"1327",22.361786,22.851429,22.332144,22.7225,597536800,19.339533
"1328",22.854643,23,22.357143,22.444286,889725200,19.102739
"1329",22.72143,22.745358,22.262142,22.364286,696614800,19.034657
"1330",22.321428,22.547501,22.160713,22.241785,614336800,18.930389
"1331",22.289642,22.310715,21.553928,21.615356,859644800,18.39723
"1332",21.787857,21.795713,20.651787,20.718929,1050786800,17.634264
"1333",20.67643,21.785713,20.425358,21.775,1025528000,18.5331
"1334",21.918571,22.151787,21.525356,21.726429,954531200,18.491762
"1335",21.436428,21.5975,20.875713,20.98,834719200,17.856462
"1336",21.120714,21.236429,20.372143,20.463572,1030985200,17.416925
"1337",20.378929,20.595358,19.879286,20.417856,966529200,17.378012
"1338",20.093214,20.274643,19.821428,20.01,1076149200,17.030876
"1339",21.987143,22.071428,21.642857,21.785713,905777600,18.542219
"1340",21.938213,21.953215,21.504642,21.703571,536068400,18.472301
"1341",21.609644,21.649286,21.446428,21.535713,406722400,18.329443
"1342",21.35,21.371429,20.821428,20.856428,506144800,17.751289
"1343",20.889286,21.312857,20.758215,20.790358,610999200,17.695049
"1344",20.722857,20.978571,20.673571,20.927856,427389200,17.812082
"1345",21.089287,21.121429,20.725,20.779285,390549600,17.685631
"1346",20.610001,20.655714,20.184643,20.1875,529992400,17.181955
"1347",20.053572,20.456072,20.043928,20.338572,460118400,17.310528
"1348",20.342142,20.410713,19.954643,20.292143,497252000,17.271015
"1349",20.132143,20.499287,20.030357,20.327856,480704000,17.301411
"1350",20.520714,20.567142,20.30143,20.375713,333200000,17.342138
"1351",20.178572,20.516787,20.155357,20.239643,399546000,17.226328
"1352",20.091785,20.268213,19.914286,19.936428,352626400,16.96826
"1353",20.051786,20.115,19.705357,19.756071,476336000,16.814758
"1354",19.7875,19.888929,19.322857,19.502857,560896000,16.599237
"1355",19.475357,19.553572,18.932858,18.932858,717220000,16.114105
"1356",19.07,19.407499,18.649286,18.942142,732292400,16.122009
"1357",19.089287,20.055,19.073214,20.045713,631106000,17.061279
"1358",20.34107,20.495714,19.735001,19.891787,694870400,16.930265
"1359",19.910713,20.457144,19.758215,20.377144,584897600,17.343365
"1360",20.566786,20.589287,20.043928,20.190001,496230000,17.184086
"1361",20.163929,20.208929,19.945356,20.081785,328507200,17.091978
"1362",20.389286,20.5,20.189644,20.438213,380508800,17.395342
"1363",20.328571,20.713928,20.234285,20.684643,529429600,17.605078
"1364",20.740713,20.767857,20.409286,20.633215,491674400,17.561308
"1365",20.327143,20.451786,20.018572,20.035357,520987600,17.052467
"1366",20.053572,20.267857,19.589287,20.153214,556995600,17.152771
"1367",20.045357,20.231071,19.940357,20.10107,388214400,17.108389
"1368",20.2775,20.494642,20.196428,20.409286,401455600,17.370722
"1369",20.6175,20.61857,20.375,20.418571,379766800,17.378622
"1370",20.414286,20.735001,20.321428,20.725714,347516400,17.640032
"1371",20.99,21.017857,20.379642,20.39893,591264800,17.361902
"1372",20.51643,20.593571,20.239286,20.577143,435380400,17.513582
"1373",20.518572,20.66,20.370714,20.434286,293580000,17.391996
"1374",20.401428,20.482143,20.259287,20.411785,345573200,17.372845
"1375",20.392857,20.522142,20.34107,20.504642,335255200,17.45188
"1376",20.39143,20.996071,20.370358,20.920713,440412000,17.806002
"1377",20.835714,21.071428,20.825001,20.97893,361404400,17.855549
"1378",21.0075,21.044643,20.742857,20.919287,358943200,17.804787
"1379",20.908571,21.007856,20.622856,20.631071,326351200,17.559486
"1380",20.68,20.7925,20.550714,20.789286,284471600,17.694143
"1381",20.617857,20.707144,20.370358,20.384644,304382400,17.349747
"1382",20.404642,20.5175,20.261786,20.429644,276536400,17.388048
"1383",20.535713,20.597857,20.425714,20.517857,202997200,17.463125
"1384",20.416786,20.5,20.200357,20.323214,282836400,17.297461
"1385",20.642857,20.857143,20.508928,20.857143,421500800,17.751902
"1386",20.883215,21.195356,20.842857,21.161428,400092000,18.010876
"1387",21.245714,21.428572,21.214287,21.407499,241712800,18.220322
"1388",21.44857,21.940714,21.416071,21.783571,484383200,18.540394
"1389",21.681786,21.73,21.485001,21.638571,418930400,18.416986
"1390",21.617857,21.924999,21.575357,21.924643,379405600,18.66046
"1391",22.070356,22.138214,21.618214,21.721786,511957600,18.487816
"1392",21.647142,21.702143,21.329287,21.586786,469322000,18.372908
"1393",21.437143,21.5525,21.167143,21.389286,428041600,18.204813
"1394",21.53393,21.685356,21.428572,21.606071,311427200,18.389322
"1395",21.611429,21.843571,21.607857,21.675358,301260400,18.448294
"1396",21.813929,21.839287,21.541071,21.67643,293624800,18.449213
"1397",21.663929,21.726429,21.555714,21.652143,252700000,18.428537
"1398",21.831429,21.976786,21.642857,21.940001,436861600,18.67354
"1399",21.893929,21.944286,21.560715,21.582144,397471200,18.368963
"1400",21.228571,21.639286,20.989643,21.565357,487975600,18.354668
"1401",21.692142,21.774286,21.375357,21.46143,565132400,18.266218
"1402",20.51643,20.742857,20.357143,20.534643,877312800,17.477409
"1403",20.705713,20.728571,20.370001,20.531429,406632800,17.474674
"1404",20.536072,20.922501,20.413929,20.898571,403936400,17.787155
"1405",21.104286,21.408571,20.99357,21.251072,379142400,18.087175
"1406",21.543928,21.84643,21.525715,21.812857,462327600,18.565323
"1407",21.996786,22.014286,21.535713,21.671785,384501600,18.445251
"1408",21.530001,21.810356,21.4375,21.706785,332158400,18.475044
"1409",21.915358,22.070715,21.841429,21.989286,344920800,18.715487
"1410",22.04607,22.316786,21.973572,22.233929,302103200,18.923706
"1411",22.241785,22.321428,22.072857,22.175358,290446800,18.873854
"1412",22.121071,22.281429,22.039286,22.137857,244706000,18.841932
"1413",22.066071,22.204643,22.064285,22.168928,221642400,18.949396
"1414",22.096786,22.205713,22.09643,22.203571,194938800,18.979006
"1415",22.263929,22.5,22.258928,22.5,278832400,19.232384
"1416",22.566786,22.807501,22.5075,22.560356,340169200,19.28397
"1417",22.546429,22.642857,22.419643,22.529642,257342400,19.257723
"1418",22.543215,22.741428,22.517857,22.726429,254534000,19.42593
